16231787,16361787,Bus
16231787,16131779,Bus
16251761,16261769,Car
16251761,16271751,Bus
16261769,16321770,Bus
16271751,16391752,Bus
16321770,16411764,Bus
16321770,16461768,Bus
16321795,16361787,Bus
16321795,16511793,Car
16361787,16411782,Bus
16371735,16421744,Bus
16371735,16561741,Car
16391752,16531745,Bus
16401702,17311606,Rail
16401702,16191675,Car
16411764,16431761,Bus
16411764,16461768,Bus
16411782,16461768,Bus
16411782,16561780,Bus
16421744,16561743,Bus
16431761,16501762,Car
16431761,16391752,Bus
16461768,16501762,Bus
16461768,16721768,Car
16491584,15861586,Bus
16501762,16511757,Bus
16511757,16531749,Bus
16511793,16561780,Car
16511793,16721798,Bus
16531745,16541744,Bike
16531749,16531745,Bus
16541744,15931781,Rail
16551739,16561738,Car
16561738,16561741,Car
16561741,16561743,Car
16561743,16531745,Bus
16561744,16541744,Bike
16561780,16701778,Bus
16561780,16721771,Car
16581816,16721798,Bus
16601871,16031862,Bus
16601871,16581816,Car
16621388,14611235,Car
16621388,16851497,Car
16631738,16661741,Foot
16631738,16561738,Foot
16661741,16771744,Car
16661741,16721745,Car
16701739,16771744,Car
16701739,16661741,Foot
16701748,16531749,Bus
16701778,17121766,Car
16701778,16721771,Bus
16721745,16701748,Car
16721745,16561743,Bus
16721768,16771756,Car
16721768,16701748,Bus
16721771,16721768,Bus
16721798,16781786,Bus
16721798,16921782,Bus
16771744,16861747,Car
16771744,16721745,Car
16771756,16841752,Car
16771756,16831764,Car
16781749,16701748,Bus
16781749,16721745,Bus
16781786,16701778,Bus
16831764,16991761,Bus
16831764,16921782,Bus
16841752,16781749,Bus
16842053,17462005,Car
16842053,15602006,Bus
16851497,18201536,Car
16851497,16491584,Car
16852174,17062210,Rail
16852174,12032132,Car
16861747,16841752,Car
16861747,16721745,Bus
16881879,17341839,Bus
16881879,16601871,Bus
16921782,17311773,Bus
16921782,16721771,Car
16991761,16841752,Bus
17011893,16881879,Bus
17051912,17011893,Car
17051912,16881879,Bus
17062210,15832241,Rail
17062210,18212132,Car
17121766,16991761,Bus
17151748,16861747,Bus
17161614,15861586,Car
17191741,17151748,Car
17251748,17151748,Bus
17261973,17051912,Bus
17261973,15602006,Car
17311606,15911575,Rail
17311773,17121766,Bus
17341839,17501821,Bus
17391779,17311773,Bus
17462005,17261973,Bus
17462005,18251911,Car
17471779,17391779,Bus
17501821,17511801,Bus
17501821,16921782,Bike
17511801,17391779,Bus
17511801,17671780,Car
17671741,17251748,Bus
17671780,17471779,Bus
17701904,17341839,Car
17701904,17011893,Bus
17741838,18091793,Car
17741838,17501821,Bike
17931870,18161848,Car
17931870,17741838,Bike
18001757,17671780,Bus
18001757,17671741,Car
18011741,18021751,Bus
18011741,17671741,Bus
18012084,18202128,Rail
18012084,16842053,Bus
18021751,18001757,Bus
18061814,18091793,Car
18061814,17741838,Car
18091793,17671780,Bus
18091793,18001757,Car
18161848,18841828,Car
18161848,18091793,Car
18201536,19151566,Car
18202128,16852174,Rail
18202128,18392104,Car
18211722,18011741,Bus
18212132,18202128,Car
18212132,16852174,Car
18251900,18841828,Car
18251900,17931870,Bike
18251911,18251900,Car
18251911,17701904,Bus
18391913,18251911,Foot
18392104,18012084,Bus
18732113,18392104,Bus
18732113,18212132,Car
18841828,18091793,Bus
18841828,20321731,Car
18901710,18211722,Bus
19131564,19151566,Car
19131564,17311606,Rail
19151566,17161614,Car
19711561,19151566,Car
19711561,18201536,Car
19711562,19711561,Car
19711562,19131564,Rail
19871684,18901710,Bus
20321731,20391706,Bus
20321731,18011741,Car
20331668,19871684,Car
20391706,19871684,Bus
21121576,21271622,Bike
21141652,20331668,Car
21271622,21141652,Car
51889340,17191741,Ship
51889340,19151566,Ship
